agent_id,age,tenure_months,commute_minutes,hiring_source,shift_type,queue_type,education,dependents,prior_jobs,compa_ratio,months_since_increment,ijp_rejections,aht_delta_pct,acw_pct_delta_pp,avail_time_delta_pct,adherence_delta_pp,break_overrun_min_30d,late_logins_30d,avg_minutes_late,early_departures_30d,unplanned_absences_30d,fri_mon_absence_ratio,ncns_90d,pto_burn_rate,pto_rejections_180d,shift_swap_requests_30d,short_calls_rate_delta_pp,transfer_rate_delta_pp,occupancy_90d,tl_attrition_rate_6m,team_exits_60d,batch_attrition_rate,attrition_90d
AGT104881,28,17,10,Referral,Rotational,Voice-Collections,Graduate,1,2,1.101,8,1,-8.4,-1.44,4.3,1.11,0.0,0,0.0,0,0,0.0,0,0.52,1,4,2.49,-0.34,84.3,0.122,2,0.225,0
AGT104882,24,32,60,Referral,Day Fixed,Voice-Support,Graduate,0,1,0.895,2,0,-3.6,-2.64,2.3,-0.06,0.0,1,7.2,1,2,0.36,0,0.7,1,1,2.22,1.66,87.4,0.331,2,0.044,0
AGT104883,26,1,35,Job Portal,Night Fixed,Chat,Graduate,4,1,1.116,5,0,4.0,0.47,-2.2,-1.11,8.8,3,7.8,3,5,0.29,0,0.61,1,1,1.5,0.55,94.0,0.126,1,0.557,0
AGT104884,29,39,84,Job Portal,Night Fixed,Voice-Support,Undergraduate,0,2,1.003,2,0,-9.2,0.51,-2.3,-2.54,10.4,2,10.9,0,2,0.5,0,1.14,0,0,-0.08,0.02,79.9,0.16,2,0.284,0
AGT104885,25,7,44,Job Portal,Night Fixed,Voice-Collections,Graduate,0,3,0.92,3,0,5.6,1.21,1.8,-2.62,10.3,5,16.1,0,5,0.54,0,1.36,0,2,1.64,0.05,92.7,0.157,1,0.416,0
AGT104886,28,2,29,Job Portal,Day Fixed,Voice-Support,Undergraduate,0,2,0.828,0,1,17.7,2.91,-10.5,-5.06,15.3,11,21.5,2,4,0.28,1,2.03,4,3,2.13,1.27,88.4,0.364,2,0.684,0
AGT104887,35,8,24,Referral,Day Fixed,Voice-Support,Undergraduate,2,3,1.052,11,0,4.8,-1.59,3.0,0.32,0.4,0,0.0,0,0,0.0,0,1.04,0,1,1.4,0.68,80.6,0.128,3,0.533,0
AGT104888,26,9,48,Referral,Rotational,Email,Graduate,0,1,1.148,1,0,5.6,-2.81,-6.4,1.9,5.3,0,0.0,0,0,0.0,0,0.27,0,0,-0.97,-1.23,82.6,0.297,5,0.185,0
AGT104889,33,10,35,Job Portal,Day Fixed,Voice-Support,Undergraduate,0,1,1.034,22,0,0.4,0.75,-2.8,-4.17,13.2,1,7.0,2,3,0.49,0,1.27,0,2,-1.18,1.33,86.1,0.238,3,0.57,0
AGT104890,30,3,21,Referral,Split,Voice-Support,Graduate,0,0,1.04,7,0,-10.1,2.98,-1.2,0.39,0.0,0,0.0,1,1,0.43,0,1.2,1,1,0.45,1.1,80.0,0.107,1,0.158,0
AGT104891,20,2,17,Walk-in,Split,Voice-Support,Postgraduate,0,0,1.026,36,0,-4.4,0.76,-4.0,1.15,0.1,0,0.0,0,0,0.0,0,0.71,0,1,1.16,0.47,92.1,0.042,1,0.134,0
AGT104892,21,12,52,Job Portal,Night Fixed,Voice-Collections,Postgraduate,0,3,1.092,33,0,-6.2,2.5,-1.5,-2.29,8.9,3,2.7,5,3,0.57,2,0.55,0,2,0.86,1.14,88.6,0.045,2,0.375,0
AGT104893,23,2,19,Job Portal,Rotational,Voice-Support,Undergraduate,0,1,1.123,2,1,-1.7,1.16,1.0,-6.1,6.2,1,0.0,2,1,0.33,0,0.89,0,2,2.81,-0.24,75.9,0.263,3,0.347,0
AGT104894,23,28,10,Walk-in,Rotational,Chat,Postgraduate,2,0,0.72,18,2,8.3,3.27,-2.4,-2.35,3.4,1,8.0,1,1,0.38,0,0.92,2,1,-0.28,-0.08,88.3,0.335,1,0.248,0
AGT104895,27,24,73,Job Portal,Day Fixed,Chat,Undergraduate,0,0,0.968,2,0,-0.9,3.18,-7.1,-1.42,11.5,2,10.0,3,2,0.51,0,1.12,0,5,0.41,1.32,85.0,0.178,3,0.437,0
AGT104896,30,17,26,Job Portal,Night Fixed,Voice-Support,Graduate,0,2,0.938,21,0,15.7,1.56,-4.6,-1.38,16.3,4,10.5,0,3,0.56,0,1.19,1,3,0.62,0.89,86.4,0.34,2,0.296,0
AGT104897,33,8,56,Walk-in,Split,Voice-Support,Undergraduate,4,2,1.019,24,0,13.3,2.25,4.5,-3.61,2.6,0,0.0,0,2,0.5,0,0.44,0,2,0.67,0.43,88.4,0.094,2,0.381,0
AGT104898,29,1,48,Job Portal,Day Fixed,Voice-Support,Graduate,2,1,0.96,7,2,22.4,-1.65,-10.1,-7.72,8.2,2,10.9,2,3,0.46,0,1.07,0,1,1.12,1.36,85.4,0.205,2,0.499,0
AGT104899,25,4,31,Referral,Rotational,Email,Undergraduate,4,0,1.045,5,2,-10.8,-1.88,2.5,3.08,0.0,0,0.0,0,0,0.0,0,0.88,0,1,-2.6,-1.21,86.7,0.115,2,0.449,0
AGT104900,19,1,89,Job Portal,Rotational,Voice-Support,Graduate,0,1,1.033,4,3,24.9,5.12,-8.0,-3.67,18.1,7,15.0,1,4,0.75,0,1.59,0,1,3.17,1.82,80.4,0.283,1,0.272,1
AGT104901,27,5,61,Referral,Day Fixed,Chat,Graduate,1,1,0.808,4,1,21.7,6.07,-16.0,-10.16,18.9,12,19.0,3,8,0.91,2,2.28,2,6,3.75,3.15,93.1,0.6,3,0.201,1
AGT104902,27,30,42,Job Portal,Night Fixed,Escalations,Graduate,0,2,0.782,0,0,0.3,0.03,-4.6,-4.12,7.0,2,7.3,0,2,0.23,0,1.12,2,1,-0.16,1.47,87.9,0.239,0,0.189,0
AGT104903,28,2,27,Walk-in,Split,Voice-Support,Graduate,3,3,1.076,31,1,-2.1,-1.17,9.7,-4.06,7.7,2,2.4,2,3,0.46,0,1.28,0,0,-1.3,-0.35,77.4,0.397,1,0.196,0
AGT104904,38,39,59,Job Portal,Day Fixed,Voice-Support,Graduate,3,1,0.917,2,0,-6.2,1.3,0.4,-0.1,0.0,1,0.0,0,0,0.0,0,0.69,1,1,-0.91,-1.07,88.1,0.093,0,0.488,0
AGT104905,33,8,63,Referral,Day Fixed,Email,Undergraduate,1,0,1.172,9,0,-9.0,2.44,3.3,5.59,0.0,1,1.9,0,0,0.0,0,0.0,1,0,0.55,-0.82,73.6,0.022,1,0.513,0
AGT104906,31,1,46,Referral,Day Fixed,Escalations,Graduate,0,0,1.085,3,0,-2.7,-1.58,0.5,0.28,2.6,1,3.3,1,0,0.0,0,0.57,1,0,0.98,-0.69,74.9,0.159,1,0.268,0
AGT104907,22,2,43,Job Portal,Rotational,Voice-Support,Graduate,1,3,0.821,16,0,20.5,4.51,-11.7,-6.96,22.1,5,16.8,8,2,0.67,1,1.58,1,5,3.06,0.5,93.2,0.288,1,0.161,1
AGT104908,24,14,61,Referral,Rotational,Chat,Undergraduate,3,2,0.92,2,0,-1.4,5.22,3.5,-4.63,3.2,0,0.0,1,3,0.67,0,0.75,1,1,-0.34,-0.38,92.8,0.274,1,0.151,0
AGT104909,27,13,42,Job Portal,Night Fixed,Chat,Graduate,1,0,1.024,1,1,0.3,1.29,5.1,3.5,4.3,1,2.1,0,0,0.0,0,1.55,1,0,0.05,-0.38,83.0,0.123,1,0.519,0
AGT104910,23,8,29,Job Portal,Rotational,Voice-Collections,Graduate,2,2,0.955,9,0,6.0,-0.66,3.7,-1.73,0.9,0,0.0,1,1,0.42,0,0.99,0,0,0.31,-0.42,87.1,0.408,2,0.315,0
AGT104911,30,1,20,Job Portal,Split,Chat,Graduate,2,1,0.983,2,2,3.1,2.94,-11.3,0.45,11.6,1,5.7,2,3,0.54,0,0.82,0,1,0.58,0.9,86.3,0.142,0,0.283,0
AGT104912,29,17,42,Job Portal,Day Fixed,Voice-Collections,Undergraduate,0,1,0.889,5,0,-5.6,2.3,3.1,2.51,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0.13,-1.56,83.1,0.146,0,0.277,0
AGT104913,22,9,19,Job Portal,Rotational,Escalations,Graduate,2,1,1.035,9,0,-0.5,1.17,-4.1,0.28,5.6,1,0.0,0,0,0.0,0,0.91,0,0,-1.37,1.07,79.0,0.226,2,0.326,0
AGT104914,33,3,64,Referral,Night Fixed,Voice-Collections,Graduate,0,1,1.002,5,0,12.7,3.83,-9.0,-1.45,6.3,3,12.7,2,5,0.52,0,1.77,2,5,2.51,2.58,76.1,0.242,3,0.142,0
AGT104915,28,2,42,Job Portal,Day Fixed,Voice-Collections,Graduate,3,1,1.076,1,2,-3.4,-0.51,5.4,3.68,5.9,3,4.5,0,0,0.0,0,0.73,0,1,1.51,1.36,89.6,0.183,2,0.195,0
AGT104916,19,7,68,Job Portal,Day Fixed,Chat,Graduate,0,2,0.995,2,1,-0.7,1.45,0.4,1.91,5.1,0,0.0,0,0,0.0,0,1.12,0,0,-2.41,-0.94,82.2,0.117,1,0.292,0
AGT104917,27,3,50,Job Portal,Night Fixed,Voice-Support,Graduate,1,0,0.937,2,0,-0.5,1.67,-5.7,1.66,2.2,0,0.0,0,0,0.0,0,0.5,1,1,-1.19,-0.26,73.8,0.105,2,0.206,0
AGT104918,28,24,57,Job Portal,Rotational,Voice-Collections,Graduate,0,2,1.014,2,1,6.9,0.5,-1.0,-3.58,7.4,3,7.4,0,3,0.24,1,0.97,3,3,0.17,-0.19,82.5,0.357,1,0.083,0
AGT104919,32,13,31,Job Portal,Night Fixed,Voice-Support,Undergraduate,0,2,1.036,2,1,-1.5,-1.31,3.3,-1.55,0.0,1,3.2,0,0,0.0,0,0.82,0,2,1.23,0.23,82.4,0.038,0,0.122,0
AGT104920,25,23,41,Referral,Rotational,Chat,Undergraduate,2,2,1.0,4,0,0.6,-0.16,4.6,-1.03,4.9,2,2.7,1,1,0.42,0,1.0,1,1,-0.48,0.58,98.0,0.111,2,0.356,0
AGT104921,31,21,49,Job Portal,Day Fixed,Voice-Collections,Postgraduate,2,2,1.123,3,3,2.7,0.86,-7.3,-6.01,4.9,1,0.0,0,1,0.26,1,1.32,2,3,1.21,0.6,81.1,0.5,1,0.382,0
AGT104922,28,41,47,Referral,Day Fixed,Email,Undergraduate,3,3,0.891,5,0,-1.9,0.94,-4.5,0.01,6.9,1,7.1,1,3,0.16,0,0.91,0,2,0.14,-0.66,85.5,0.102,3,0.361,0
AGT104923,20,7,46,Job Portal,Split,Email,Graduate,1,0,1.091,10,1,13.3,-2.0,7.3,-0.44,6.4,3,7.0,1,0,0.0,1,0.74,3,3,0.32,-0.43,85.7,0.216,2,0.485,0
AGT104924,20,7,24,Referral,Rotational,Voice-Collections,Graduate,0,0,0.878,12,0,5.8,2.7,-13.1,-6.36,9.3,2,7.5,1,0,0.0,1,1.33,2,5,-0.6,1.72,84.5,0.6,1,0.449,0
AGT104925,33,9,15,Walk-in,Night Fixed,Chat,Graduate,0,0,1.065,5,3,-10.1,0.81,5.5,1.61,1.9,0,0.0,0,1,0.0,0,0.92,0,2,-0.21,-1.6,81.1,0.191,3,0.287,0
AGT104926,33,5,23,Job Portal,Day Fixed,Voice-Support,Graduate,0,1,0.795,1,1,13.2,-0.67,-4.6,-3.51,4.2,3,9.3,1,2,0.55,1,1.59,1,1,0.03,0.97,85.1,0.261,1,0.072,0
AGT104927,29,11,10,Referral,Day Fixed,Voice-Support,Graduate,0,2,0.97,4,3,-0.4,3.19,-4.9,-1.71,10.2,1,4.1,2,0,0.0,0,1.48,0,1,3.14,1.41,79.8,0.193,3,0.334,0
AGT104928,34,17,16,Referral,Split,Voice-Support,Postgraduate,1,1,1.095,3,0,-4.4,-0.64,-1.3,0.74,5.8,0,0.0,0,0,0.0,0,1.04,0,3,-2.46,-0.48,88.4,0.308,1,0.169,0
AGT104929,32,8,51,Walk-in,Day Fixed,Voice-Support,Postgraduate,0,0,0.959,0,0,1.4,1.12,-3.2,-0.66,4.1,4,6.2,0,1,0.3,2,1.24,1,0,0.57,0.72,84.1,0.203,2,0.27,0
AGT104930,30,26,38,Job Portal,Day Fixed,Email,Undergraduate,4,1,0.99,18,0,-1.6,4.29,-1.9,-4.26,0.0,0,0.0,0,0,0.0,0,0.23,2,0,1.87,0.95,79.5,0.08,2,0.27,0
AGT104931,22,6,28,Job Portal,Rotational,Escalations,Graduate,0,1,1.026,2,0,10.0,2.1,-4.1,-1.29,11.3,6,7.8,0,1,0.4,0,1.23,2,4,1.7,1.48,89.5,0.307,4,0.249,0
AGT104932,36,1,37,Walk-in,Split,Voice-Collections,Postgraduate,2,1,0.766,15,1,0.4,0.3,-3.6,-5.71,11.5,2,5.0,2,2,0.89,1,1.5,2,3,0.94,-0.28,86.2,0.058,0,0.36,0
AGT104933,30,41,13,Job Portal,Day Fixed,Voice-Support,Postgraduate,1,2,1.028,2,0,-4.0,1.72,-1.1,-0.33,0.0,0,0.0,0,0,0.0,0,0.05,0,2,-1.25,1.59,81.8,0.113,0,0.629,0
AGT104934,25,27,41,Job Portal,Rotational,Voice-Support,Graduate,1,1,0.903,3,0,-8.1,3.27,4.9,-2.51,0.0,0,0.0,0,0,0.0,0,0.0,1,0,-0.3,-1.51,90.7,0.055,0,0.093,0
AGT104935,24,14,21,Job Portal,Night Fixed,Voice-Support,Graduate,1,0,1.092,20,0,1.5,1.85,-0.5,0.28,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0.58,0.25,85.1,0.113,0,0.268,0
AGT104936,28,3,78,Job Portal,Rotational,Email,Graduate,3,1,0.988,16,1,-6.1,1.67,-0.4,4.15,2.2,1,3.3,0,2,0.22,0,1.12,0,1,0.47,0.65,89.1,0.329,2,0.28,0
AGT104937,19,4,58,Job Portal,Day Fixed,Voice-Collections,Graduate,2,1,1.024,3,0,4.2,0.14,-5.8,-1.29,0.9,1,0.1,0,0,0.0,0,0.52,1,3,-0.53,-0.25,79.8,0.271,1,0.333,0
AGT104938,30,21,55,Walk-in,Rotational,Email,Graduate,0,3,0.878,1,0,5.8,2.93,6.1,-6.62,1.9,3,1.8,4,3,0.3,0,0.69,2,3,2.47,-0.02,83.0,0.111,2,0.153,0
AGT104939,22,67,46,Job Portal,Rotational,Voice-Support,Graduate,0,1,1.076,5,1,-1.4,2.12,-1.3,2.54,0.0,0,0.0,0,0,0.0,0,0.07,0,0,0.57,-0.87,88.4,0.057,0,0.391,0
AGT104940,29,19,60,Walk-in,Split,Chat,Postgraduate,2,1,0.993,8,0,-7.4,-0.16,2.4,2.33,0.0,0,0.0,0,0,0.0,0,0.93,0,1,0.38,1.04,82.9,0.182,1,0.22,0
AGT104941,24,25,42,Referral,Night Fixed,Chat,Undergraduate,1,3,0.845,15,0,-1.1,2.15,-5.0,0.89,6.2,1,5.8,1,3,0.44,1,1.02,1,1,2.09,2.17,81.6,0.261,2,0.117,0
AGT104942,26,5,28,Job Portal,Rotational,Voice-Support,Undergraduate,2,1,0.944,18,0,-2.9,2.79,-5.2,2.93,3.0,0,0.0,0,0,0.0,0,0.83,0,2,-1.42,-1.59,90.6,0.255,1,0.17,0
AGT104943,23,21,56,Referral,Night Fixed,Chat,Graduate,0,2,1.062,2,0,6.1,0.64,-10.1,-2.23,2.4,3,5.6,3,1,0.27,1,1.43,0,1,1.67,0.28,91.6,0.368,5,0.515,0
AGT104944,26,7,70,Walk-in,Night Fixed,Email,Graduate,2,0,1.008,3,0,5.3,0.53,-2.5,1.34,4.4,1,2.4,0,3,0.08,0,0.77,0,1,-1.25,0.41,84.7,0.07,2,0.237,0
AGT104945,36,32,25,Referral,Day Fixed,Voice-Support,Graduate,1,2,1.066,0,0,5.8,1.19,2.1,-1.22,3.6,1,0.0,0,1,0.08,0,0.61,0,1,-0.7,-0.13,75.3,0.133,2,0.04,0
AGT104946,34,17,17,Job Portal,Rotational,Voice-Support,Graduate,1,0,0.958,7,0,2.7,1.47,2.2,-2.28,0.0,0,0.0,0,0,0.0,1,0.18,0,1,-0.2,1.18,90.8,0.045,0,0.296,0
AGT104947,29,8,102,Referral,Night Fixed,Voice-Collections,Graduate,3,1,1.116,5,2,-7.2,1.7,3.4,-0.97,0.8,0,0.0,0,0,0.0,0,0.0,3,1,-1.57,0.0,71.8,0.046,2,0.148,0
AGT104948,27,16,83,Referral,Rotational,Escalations,Graduate,1,3,1.136,22,0,7.6,0.33,1.6,-2.84,7.4,0,0.0,0,0,0.0,0,0.0,0,0,-0.2,-0.46,85.1,0.059,0,0.204,0
AGT104949,31,6,44,Job Portal,Rotational,Escalations,Undergraduate,0,1,0.819,16,0,11.9,3.83,-6.4,-7.03,11.8,5,1.2,5,2,0.75,2,1.93,1,4,3.48,-0.65,92.9,0.133,1,0.53,1
AGT104950,33,2,11,Job Portal,Rotational,Voice-Support,Undergraduate,1,1,1.053,11,1,-3.9,-0.21,1.8,-0.78,0.0,0,0.0,0,0,0.0,0,0.7,0,0,-0.23,-0.25,80.0,0.122,1,0.192,0
AGT104951,23,32,50,Referral,Rotational,Email,Postgraduate,0,4,1.146,3,0,-6.6,-0.38,1.5,6.23,0.0,0,0.0,0,2,0.03,0,0.72,0,2,-0.82,-0.51,88.1,0.262,2,0.238,0
AGT104952,27,16,128,Job Portal,Rotational,Email,Graduate,0,0,1.042,20,0,-0.7,1.62,-11.3,0.5,6.5,1,9.3,0,1,0.42,1,1.34,0,2,1.15,-0.04,76.2,0.132,1,0.397,0
AGT104953,19,5,60,Job Portal,Night Fixed,Email,Graduate,1,0,0.99,1,1,12.8,2.06,-5.4,-5.56,16.4,4,8.4,1,0,0.0,0,1.41,0,4,0.66,0.99,81.8,0.259,1,0.551,0
AGT104954,33,3,58,Walk-in,Rotational,Voice-Support,Undergraduate,0,1,0.862,14,1,3.0,1.34,4.2,5.18,2.1,2,3.6,1,1,0.12,0,0.92,0,0,-0.84,0.6,89.7,0.21,0,0.152,0
AGT104955,37,13,42,Job Portal,Night Fixed,Escalations,Graduate,1,1,0.964,8,0,-3.6,-2.16,2.6,-0.66,1.8,0,0.0,0,2,0.62,0,0.96,1,2,2.5,0.9,84.1,0.066,1,0.357,0
AGT104956,27,1,55,Job Portal,Rotational,Email,Undergraduate,1,1,0.944,12,0,7.8,-0.11,-9.4,-4.56,6.9,3,10.7,2,0,0.0,0,0.85,0,4,2.67,-1.68,69.2,0.479,3,0.347,0
AGT104957,19,4,60,Job Portal,Rotational,Chat,Graduate,0,0,1.083,9,0,-0.3,1.13,-2.7,2.92,9.1,3,5.7,0,6,0.81,0,1.05,1,2,1.56,1.57,81.6,0.221,2,0.267,0
AGT104958,30,7,47,Referral,Night Fixed,Voice-Support,Undergraduate,0,0,1.094,21,1,2.4,4.16,3.6,3.09,5.9,2,8.2,3,4,0.38,0,0.89,1,0,0.22,0.61,73.9,0.42,1,0.11,0
AGT104959,22,26,39,Job Portal,Day Fixed,Voice-Support,Undergraduate,2,0,0.978,8,0,8.0,-4.3,0.3,3.8,0.0,0,0.0,0,0,0.0,0,0.0,3,1,1.44,0.54,82.9,0.273,1,0.583,0
AGT104960,24,6,48,Walk-in,Night Fixed,Voice-Support,Graduate,4,1,0.9,5,0,-6.2,-0.85,-1.0,2.06,0.0,1,0.0,0,1,0.38,0,0.88,0,1,-0.44,1.03,80.0,0.202,0,0.177,1
AGT104961,30,27,47,Referral,Rotational,Email,Undergraduate,0,2,0.782,5,1,4.5,-1.33,-1.8,-0.15,3.4,6,5.1,2,2,0.7,0,0.86,1,2,2.2,1.89,68.7,0.375,2,0.068,0
AGT104962,28,29,12,Referral,Split,Email,Postgraduate,0,1,1.053,1,2,-0.7,2.86,-1.5,1.39,2.7,0,0.0,0,0,0.0,0,0.0,1,0,1.5,-1.68,79.5,0.281,1,0.12,0
AGT104963,25,42,116,Job Portal,Day Fixed,Escalations,Graduate,4,2,1.045,7,2,2.8,1.23,-3.9,0.23,13.3,1,5.1,0,6,0.5,0,0.8,2,3,0.72,0.98,77.5,0.067,0,0.427,0
AGT104964,24,8,58,Job Portal,Split,Voice-Collections,Graduate,2,2,0.786,1,1,10.6,0.71,-5.8,0.93,6.1,3,12.0,2,5,0.15,0,1.73,3,4,0.79,0.57,85.1,0.188,2,0.669,0
AGT104965,28,2,76,Job Portal,Day Fixed,Escalations,Undergraduate,3,2,1.047,4,2,-16.3,1.4,-2.4,4.32,0.4,0,0.0,0,2,0.35,0,0.81,0,0,0.59,0.33,79.4,0.078,0,0.288,0
AGT104966,25,7,50,Walk-in,Split,Email,Graduate,0,4,1.082,14,0,6.9,3.9,-8.3,-1.13,9.6,1,7.8,0,3,0.13,0,1.55,2,1,1.56,0.58,85.6,0.126,1,0.7,1
AGT104967,21,14,33,Job Portal,Split,Voice-Support,Undergraduate,3,4,0.72,18,0,18.2,4.7,-12.5,-12.96,14.6,10,18.4,1,4,0.77,1,1.96,2,3,2.54,2.89,87.7,0.285,1,0.475,1
AGT104968,25,15,68,Job Portal,Night Fixed,Voice-Support,Graduate,2,1,0.894,1,0,-4.1,1.95,3.1,1.91,4.2,1,4.7,0,0,0.0,0,0.72,0,2,1.21,-0.29,92.9,0.221,0,0.343,0
AGT104969,29,3,17,Walk-in,Split,Email,Postgraduate,0,0,1.243,5,0,9.0,3.16,-5.3,-4.04,11.5,1,3.9,0,2,0.44,0,0.93,1,4,-0.02,-0.86,85.3,0.193,2,0.177,0
AGT104970,26,7,59,Job Portal,Night Fixed,Chat,Graduate,1,2,1.002,29,0,4.8,4.9,3.6,-8.91,6.8,6,11.6,2,1,0.56,1,1.36,2,1,1.82,1.38,87.0,0.208,2,0.637,1
AGT104971,20,5,68,Job Portal,Night Fixed,Voice-Support,Graduate,0,0,1.225,20,3,8.6,0.04,-2.6,-4.49,10.0,5,8.4,3,4,0.58,0,2.34,1,2,1.78,0.86,82.7,0.14,0,0.469,0
AGT104972,32,14,42,Walk-in,Rotational,Email,Postgraduate,1,1,1.019,5,0,-5.8,-0.82,2.0,-2.27,7.0,0,0.0,1,3,0.15,0,1.2,1,2,-0.71,-1.68,78.7,0.163,2,0.504,0
AGT104973,19,5,56,Referral,Day Fixed,Voice-Support,Postgraduate,1,2,1.107,7,0,-7.8,-0.19,-1.8,2.91,0.0,0,0.0,1,0,0.0,0,0.56,0,2,1.33,-2.47,87.4,0.248,0,0.604,0
AGT104974,25,4,13,Referral,Day Fixed,Chat,Graduate,0,4,0.967,5,0,-7.2,-1.26,7.5,5.26,0.0,0,0.0,0,1,0.29,1,0.61,1,2,0.97,-0.05,84.8,0.082,3,0.352,0
AGT104975,24,11,57,Walk-in,Day Fixed,Escalations,Postgraduate,4,2,0.931,6,0,-9.8,0.37,-1.5,-0.43,0.0,0,0.0,0,0,0.0,0,0.76,0,0,0.99,0.43,84.2,0.027,0,0.31,0
AGT104976,28,5,36,Job Portal,Rotational,Voice-Support,Graduate,3,2,0.838,1,0,8.5,2.78,-7.9,-8.18,15.1,9,17.8,5,3,0.79,2,1.81,0,6,6.42,0.84,83.7,0.416,6,0.262,1
AGT104977,30,1,56,Walk-in,Rotational,Voice-Support,Graduate,3,2,1.052,25,0,8.7,2.66,-4.7,-5.88,4.2,0,0.0,1,1,0.37,0,0.89,1,3,-0.28,-0.09,82.3,0.366,1,0.331,1
AGT104978,33,24,43,Walk-in,Rotational,Chat,Graduate,0,1,0.913,21,0,4.9,2.2,-0.6,2.12,10.3,3,5.8,0,2,0.32,0,0.76,1,2,3.51,-0.81,80.4,0.288,0,0.224,0
AGT104979,23,3,42,Job Portal,Rotational,Chat,Undergraduate,2,1,0.902,2,0,-10.0,-2.6,-1.8,5.03,0.0,0,0.0,0,0,0.0,0,0.55,0,1,-1.44,0.0,83.8,0.244,2,0.591,0
AGT104980,30,1,57,Job Portal,Rotational,Voice-Support,Graduate,3,0,0.842,5,0,14.9,7.83,-6.0,-6.89,12.5,5,13.7,3,4,0.75,1,1.9,0,3,1.1,1.31,78.8,0.54,5,0.053,0
AGT104981,28,10,37,Job Portal,Rotational,Voice-Collections,Graduate,0,1,1.002,3,0,5.9,0.76,-4.0,1.61,0.0,0,0.0,0,0,0.0,0,0.16,0,0,-0.57,-1.36,91.6,0.234,2,0.041,0
AGT104982,19,4,42,Referral,Split,Voice-Collections,Undergraduate,1,0,1.075,7,0,-0.6,1.25,0.1,-0.92,0.0,0,0.0,0,0,0.0,0,0.78,1,0,-1.1,-2.17,85.4,0.078,1,0.298,0
AGT104983,37,1,104,Job Portal,Day Fixed,Email,Graduate,0,4,0.975,15,2,-2.0,1.97,6.5,-1.11,10.9,2,0.5,0,1,0.13,0,0.55,3,2,-0.54,0.38,67.2,0.11,1,0.179,0
AGT104984,20,7,79,Job Portal,Rotational,Chat,Graduate,2,3,0.966,36,2,-3.0,1.79,-0.7,-1.67,8.0,1,7.4,2,0,0.0,1,1.33,0,2,1.49,-0.45,91.5,0.181,1,0.269,0
AGT104985,29,6,39,Walk-in,Day Fixed,Voice-Support,Graduate,1,0,1.152,2,0,9.0,-0.76,-0.4,-0.82,1.5,0,0.0,0,0,0.0,0,0.73,0,2,0.24,1.48,92.2,0.262,4,0.084,0
AGT104986,29,57,43,Walk-in,Day Fixed,Voice-Support,Graduate,3,0,0.838,2,0,-4.9,-0.42,2.0,1.09,7.4,0,0.0,0,0,0.0,0,1.49,1,2,-0.91,0.61,82.9,0.238,3,0.479,0
AGT104987,28,31,32,Walk-in,Day Fixed,Voice-Support,Graduate,1,0,1.18,10,0,0.8,2.72,0.4,-0.64,6.3,1,2.5,2,2,0.46,0,1.22,0,0,1.45,1.48,81.8,0.444,4,0.334,0
AGT104988,25,16,36,Referral,Day Fixed,Voice-Support,Undergraduate,2,2,0.864,18,2,-14.5,0.54,0.1,0.08,13.1,1,0.8,0,0,0.0,0,0.33,0,0,-0.01,-0.25,91.3,0.01,2,0.174,0
AGT104989,31,12,37,Job Portal,Split,Voice-Support,Undergraduate,0,1,0.988,15,0,9.0,-2.13,-1.9,2.72,8.3,1,1.0,0,2,0.16,0,1.24,0,1,-1.09,0.04,91.7,0.169,0,0.33,0
AGT104990,19,27,46,Referral,Night Fixed,Email,Undergraduate,1,1,1.037,1,0,-6.7,1.65,3.2,2.22,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0.72,0.79,74.1,0.042,0,0.349,0
AGT104991,27,23,14,Job Portal,Split,Email,Postgraduate,3,0,1.098,2,0,-14.8,-1.48,2.3,3.09,0.0,0,0.0,0,0,0.0,0,0.68,0,0,-1.6,0.27,88.8,0.085,2,0.401,0
AGT104992,24,9,36,Walk-in,Night Fixed,Voice-Support,Postgraduate,2,2,0.84,12,0,-2.1,-0.34,5.6,7.13,0.0,2,2.5,0,1,0.24,0,1.01,1,2,-0.26,-1.02,91.1,0.096,2,0.312,0
AGT104993,24,29,33,Walk-in,Rotational,Email,Graduate,3,2,1.016,11,2,11.2,3.28,-9.7,-1.51,19.4,1,11.6,4,1,0.47,1,1.48,1,2,1.74,1.33,80.3,0.286,2,0.491,0
AGT104994,29,16,84,Walk-in,Night Fixed,Chat,Graduate,1,3,0.938,11,0,5.8,4.93,-5.0,2.13,4.1,1,8.9,1,1,0.5,0,1.17,0,2,-2.67,0.96,78.7,0.243,2,0.017,0
AGT104995,32,52,43,Job Portal,Split,Chat,Postgraduate,1,2,1.099,6,0,-2.5,4.39,-4.2,-0.43,0.0,1,3.4,0,0,0.0,0,0.52,1,2,-0.57,-1.06,87.9,0.19,3,0.386,0
AGT104996,25,13,49,Job Portal,Day Fixed,Email,Undergraduate,3,1,0.937,4,2,9.0,0.82,-2.5,-7.58,11.0,5,10.3,2,4,0.65,0,1.56,0,2,0.4,2.26,96.2,0.276,2,0.149,0
